# shortcode,# animated,# emoji-ordering.txt,# group-variant,# emoticon,# tone-group
,,1F9D3 1F3FB ; fully-qualified # 🧓🏻 older adult: light skin tone,group: 1F9D3,,2
,,1F9D3 1F3FC ; fully-qualified # 🧓🏼 older adult: medium-light skin tone,group: 1F9D3,,2
,,1F9D3 1F3FD ; fully-qualified # 🧓🏽 older adult: medium skin tone,group: 1F9D3,,2
,,1F9D3 1F3FE ; fully-qualified # 🧓🏾 older adult: medium-dark skin tone,group: 1F9D3,,2
,,1F9D3 1F3FF ; fully-qualified # 🧓🏿 older adult: dark skin tone,group: 1F9D3,,2
:elder-woman:,,1F475 ; fully-qualified # 👵 old woman,group: 1F9D3,,2
,,1F475 1F3FB ; fully-qualified # 👵🏻 old woman: light skin tone,group: 1F9D3,,2
,,1F475 1F3FC ; fully-qualified # 👵🏼 old woman: medium-light skin tone,group: 1F9D3,,2
,,1F475 1F3FD ; fully-qualified # 👵🏽 old woman: medium skin tone,group: 1F9D3,,2
,,1F475 1F3FE ; fully-qualified # 👵🏾 old woman: medium-dark skin tone,group: 1F9D3,,2
,,1F475 1F3FF ; fully-qualified # 👵🏿 old woman: dark skin tone,group: 1F9D3,,2
:elder-man:,,1F474 ; fully-qualified # 👴 old man,group: 1F9D3,,2
,,1F474 1F3FB ; fully-qualified # 👴🏻 old man: light skin tone,group: 1F9D3,,2
,,1F474 1F3FC ; fully-qualified # 👴🏼 old man: medium-light skin tone,group: 1F9D3,,2
,,1F474 1F3FD ; fully-qualified # 👴🏽 old man: medium skin tone,group: 1F9D3,,2
,,1F474 1F3FE ; fully-qualified # 👴🏾 old man: medium-dark skin tone,group: 1F9D3,,2
,,1F474 1F3FF ; fully-qualified # 👴🏿 old man: dark skin tone,group: 1F9D3,,2
:white-hair:,,1F9D1 200D 1F9B3 ; fully-qualified # 🧑‍🦳 E12.1 person: white hair,,,2
,,"1F9D1 1F3FB 200D 1F9B3 ; fully-qualified # 🧑🏻‍🦳 E12.1 person: light skin tone, white hair",group: 1F9D1 200D 1F9B3,,2
,,"1F9D1 1F3FC 200D 1F9B3 ; fully-qualified # 🧑🏼‍🦳 E12.1 person: medium-light skin tone, white hair",group: 1F9D1 200D 1F9B3,,2
,,"1F9D1 1F3FD 200D 1F9B3 ; fully-qualified # 🧑🏽‍🦳 E12.1 person: medium skin tone, white hair",group: 1F9D1 200D 1F9B3,,2
,,"1F9D1 1F3FE 200D 1F9B3 ; fully-qualified # 🧑🏾‍🦳 E12.1 person: medium-dark skin tone, white hair",group: 1F9D1 200D 1F9B3,,2
,,"1F9D1 1F3FF 200D 1F9B3 ; fully-qualified # 🧑🏿‍🦳 E12.1 person: dark skin tone, white hair",group: 1F9D1 200D 1F9B3,,2
:white-hair-woman:,,"1F469 200D 1F9B3 ; fully-qualified # 👩‍🦳 woman, white haired",group: 1F9D1 200D 1F9B3,,2
,,"1F469 1F3FB 200D 1F9B3 ; fully-qualified # 👩🏻‍🦳 woman, white haired: light skin tone",group: 1F9D1 200D 1F9B3,,2
,,"1F469 1F3FC 200D 1F9B3 ; fully-qualified # 👩🏼‍🦳 woman, white haired: medium-light skin tone",group: 1F9D1 200D 1F9B3,,2
,,"1F469 1F3FD 200D 1F9B3 ; fully-qualified # 👩🏽‍🦳 woman, white haired: medium skin tone",group: 1F9D1 200D 1F9B3,,2
,,"1F469 1F3FE 200D 1F9B3 ; fully-qualified # 👩🏾‍🦳 woman, white haired: medium-dark skin tone",group: 1F9D1 200D 1F9B3,,2
,,"1F469 1F3FF 200D 1F9B3 ; fully-qualified # 👩🏿‍🦳 woman, white haired: dark skin tone",group: 1F9D1 200D 1F9B3,,2
:white-hair-man:,,"1F468 200D 1F9B3 ; fully-qualified # 👨‍🦳 man, white haired",group: 1F9D1 200D 1F9B3,,2
,,"1F468 1F3FB 200D 1F9B3 ; fully-qualified # 👨🏻‍🦳 man, white haired: light skin tone",group: 1F9D1 200D 1F9B3,,2
,,"1F468 1F3FC 200D 1F9B3 ; fully-qualified # 👨🏼‍🦳 man, white haired: medium-light skin tone",group: 1F9D1 200D 1F9B3,,2
,,"1F468 1F3FD 200D 1F9B3 ; fully-qualified # 👨🏽‍🦳 man, white haired: medium skin tone",group: 1F9D1 200D 1F9B3,,2
,,"1F468 1F3FE 200D 1F9B3 ; fully-qualified # 👨🏾‍🦳 man, white haired: medium-dark skin tone",group: 1F9D1 200D 1F9B3,,2
,,"1F468 1F3FF 200D 1F9B3 ; fully-qualified # 👨🏿‍🦳 man, white haired: dark skin tone",group: 1F9D1 200D 1F9B3,,2
:red-hair:,,1F9D1 200D 1F9B0 ; fully-qualified # 🧑‍🦰 E12.1 person: red hair,,,2
,,"1F9D1 1F3FB 200D 1F9B0 ; fully-qualified # 🧑🏻‍🦰 E12.1 person: light skin tone, red hair",group: 1F9D1 200D 1F9B0,,2
,,"1F9D1 1F3FC 200D 1F9B0 ; fully-qualified # 🧑🏼‍🦰 E12.1 person: medium-light skin tone, red hair",group: 1F9D1 200D 1F9B0,,2
,,"1F9D1 1F3FD 200D 1F9B0 ; fully-qualified # 🧑🏽‍🦰 E12.1 person: medium skin tone, red hair",group: 1F9D1 200D 1F9B0,,2
,,"1F9D1 1F3FE 200D 1F9B0 ; fully-qualified # 🧑🏾‍🦰 E12.1 person: medium-dark skin tone, red hair",group: 1F9D1 200D 1F9B0,,2
,,"1F9D1 1F3FF 200D 1F9B0 ; fully-qualified # 🧑🏿‍🦰 E12.1 person: dark skin tone, red hair",group: 1F9D1 200D 1F9B0,,2
:red-hair-woman:,,"1F469 200D 1F9B0 ; fully-qualified # 👩‍🦰 woman, red haired",group: 1F9D1 200D 1F9B0,,2
,,"1F469 1F3FB 200D 1F9B0 ; fully-qualified # 👩🏻‍🦰 woman, red haired: light skin tone",group: 1F9D1 200D 1F9B0,,2
,,"1F469 1F3FC 200D 1F9B0 ; fully-qualified # 👩🏼‍🦰 woman, red haired: medium-light skin tone",group: 1F9D1 200D 1F9B0,,2
,,"1F469 1F3FD 200D 1F9B0 ; fully-qualified # 👩🏽‍🦰 woman, red haired: medium skin tone",group: 1F9D1 200D 1F9B0,,2
,,"1F469 1F3FE 200D 1F9B0 ; fully-qualified # 👩🏾‍🦰 woman, red haired: medium-dark skin tone",group: 1F9D1 200D 1F9B0,,2
,,"1F469 1F3FF 200D 1F9B0 ; fully-qualified # 👩🏿‍🦰 woman, red haired: dark skin tone",group: 1F9D1 200D 1F9B0,,2
:red-hair-man:,,"1F468 200D 1F9B0 ; fully-qualified # 👨‍🦰 man, red haired",group: 1F9D1 200D 1F9B0,,2
,,"1F468 1F3FB 200D 1F9B0 ; fully-qualified # 👨🏻‍🦰 man, red haired: light skin tone",group: 1F9D1 200D 1F9B0,,2
,,"1F468 1F3FC 200D 1F9B0 ; fully-qualified # 👨🏼‍🦰 man, red haired: medium-light skin tone",group: 1F9D1 200D 1F9B0,,2
,,"1F468 1F3FD 200D 1F9B0 ; fully-qualified # 👨🏽‍🦰 man, red haired: medium skin tone",group: 1F9D1 200D 1F9B0,,2
,,"1F468 1F3FE 200D 1F9B0 ; fully-qualified # 👨🏾‍🦰 man, red haired: medium-dark skin tone",group: 1F9D1 200D 1F9B0,,2
,,"1F468 1F3FF 200D 1F9B0 ; fully-qualified # 👨🏿‍🦰 man, red haired: dark skin tone",group: 1F9D1 200D 1F9B0,,2
:blond-hair:,,1F471 ; fully-qualified # 👱 blond-haired person,,,2
,,1F471 1F3FB ; fully-qualified # 👱🏻 blond-haired person: light skin tone,group: 1F471,,2
,,1F471 1F3FC ; fully-qualified # 👱🏼 blond-haired person: medium-light skin tone,group: 1F471,,2
,,1F471 1F3FD ; fully-qualified # 👱🏽 blond-haired person: medium skin tone,group: 1F471,,2
,,1F471 1F3FE ; fully-qualified # 👱🏾 blond-haired person: medium-dark skin tone,group: 1F471,,2
,,1F471 1F3FF ; fully-qualified # 👱🏿 blond-haired person: dark skin tone,group: 1F471,,2
:blond-hair-woman:,,1F471 200D 2640 FE0F ; fully-qualified # 👱‍♀️ blond-haired woman,group: 1F471,,2
:blond-hair-woman:,,1F471 200D 2640 ; non-fully-qualified # 👱‍♀ blond-haired woman,group: 1F471,,2
,,1F471 1F3FB 200D 2640 FE0F ; fully-qualified # 👱🏻‍♀️ blond-haired woman: light skin tone,group: 1F471,,2
,,1F471 1F3FB 200D 2640 ; non-fully-qualified # 👱🏻‍♀ blond-haired woman: light skin tone,group: 1F471,,2
,,1F471 1F3FC 200D 2640 FE0F ; fully-qualified # 👱🏼‍♀️ blond-haired woman: medium-light skin tone,group: 1F471,,2
,,1F471 1F3FC 200D 2640 ; non-fully-qualified # 👱🏼‍♀ blond-haired woman: medium-light skin tone,group: 1F471,,2
,,1F471 1F3FD 200D 2640 FE0F ; fully-qualified # 👱🏽‍♀️ blond-haired woman: medium skin tone,group: 1F471,,2
,,1F471 1F3FD 200D 2640 ; non-fully-qualified # 👱🏽‍♀ blond-haired woman: medium skin tone,group: 1F471,,2
,,1F471 1F3FE 200D 2640 FE0F ; fully-qualified # 👱🏾‍♀️ blond-haired woman: medium-dark skin tone,group: 1F471,,2
,,1F471 1F3FE 200D 2640 ; non-fully-qualified # 👱🏾‍♀ blond-haired woman: medium-dark skin tone,group: 1F471,,2
,,1F471 1F3FF 200D 2640 FE0F ; fully-qualified # 👱🏿‍♀️ blond-haired woman: dark skin tone,group: 1F471,,2
,,1F471 1F3FF 200D 2640 ; non-fully-qualified # 👱🏿‍♀ blond-haired woman: dark skin tone,group: 1F471,,2
:blond-hair-man:,,1F471 200D 2642 FE0F ; fully-qualified # 👱‍♂️ blond-haired man,group: 1F471,,2
:blond-hair-man:,,1F471 200D 2642 ; non-fully-qualified # 👱‍♂ blond-haired man,group: 1F471,,2
,,1F471 1F3FB 200D 2642 FE0F ; fully-qualified # 👱🏻‍♂️ blond-haired man: light skin tone,group: 1F471,,2
,,1F471 1F3FB 200D 2642 ; non-fully-qualified # 👱🏻‍♂ blond-haired man: light skin tone,group: 1F471,,2
,,1F471 1F3FC 200D 2642 FE0F ; fully-qualified # 👱🏼‍♂️ blond-haired man: medium-light skin tone,group: 1F471,,2
,,1F471 1F3FC 200D 2642 ; non-fully-qualified # 👱🏼‍♂ blond-haired man: medium-light skin tone,group: 1F471,,2
,,1F471 1F3FD 200D 2642 FE0F ; fully-qualified # 👱🏽‍♂️ blond-haired man: medium skin tone,group: 1F471,,2
,,1F471 1F3FD 200D 2642 ; non-fully-qualified # 👱🏽‍♂ blond-haired man: medium skin tone,group: 1F471,,2
,,1F471 1F3FE 200D 2642 FE0F ; fully-qualified # 👱🏾‍♂️ blond-haired man: medium-dark skin tone,group: 1F471,,2
,,1F471 1F3FE 200D 2642 ; non-fully-qualified # 👱🏾‍♂ blond-haired man: medium-dark skin tone,group: 1F471,,2
,,1F471 1F3FF 200D 2642 FE0F ; fully-qualified # 👱🏿‍♂️ blond-haired man: dark skin tone,group: 1F471,,2
,,1F471 1F3FF 200D 2642 ; non-fully-qualified # 👱🏿‍♂ blond-haired man: dark skin tone,group: 1F471,,2
:curly-hair:,,1F9D1 200D 1F9B1 ; fully-qualified # 🧑‍🦱 E12.1 person: curly hair,,,2
,,"1F9D1 1F3FB 200D 1F9B1 ; fully-qualified # 🧑🏻‍🦱 E12.1 person: light skin tone, curly hair",group: 1F9D1 200D 1F9B1,,2
,,"1F9D1 1F3FC 200D 1F9B1 ; fully-qualified # 🧑🏼‍🦱 E12.1 person: medium-light skin tone, curly hair",group: 1F9D1 200D 1F9B1,,2
,,"1F9D1 1F3FD 200D 1F9B1 ; fully-qualified # 🧑🏽‍🦱 E12.1 person: medium skin tone, curly hair",group: 1F9D1 200D 1F9B1,,2
,,"1F9D1 1F3FE 200D 1F9B1 ; fully-qualified # 🧑🏾‍🦱 E12.1 person: medium-dark skin tone, curly hair",group: 1F9D1 200D 1F9B1,,2
,,"1F9D1 1F3FF 200D 1F9B1 ; fully-qualified # 🧑🏿‍🦱 E12.1 person: dark skin tone, curly hair",group: 1F9D1 200D 1F9B1,,2
:curly-hair-woman:,,"1F469 200D 1F9B1 ; fully-qualified # 👩‍🦱 woman, curly haired",group: 1F9D1 200D 1F9B1,,2
,,"1F469 1F3FB 200D 1F9B1 ; fully-qualified # 👩🏻‍🦱 woman, curly haired: light skin tone",group: 1F9D1 200D 1F9B1,,2
,,"1F469 1F3FC 200D 1F9B1 ; fully-qualified # 👩🏼‍🦱 woman, curly haired: medium-light skin tone",group: 1F9D1 200D 1F9B1,,2
,,"1F469 1F3FD 200D 1F9B1 ; fully-qualified # 👩🏽‍🦱 woman, curly haired: medium skin tone",group: 1F9D1 200D 1F9B1,,2
,,"1F469 1F3FE 200D 1F9B1 ; fully-qualified # 👩🏾‍🦱 woman, curly haired: medium-dark skin tone",group: 1F9D1 200D 1F9B1,,2
,,"1F469 1F3FF 200D 1F9B1 ; fully-qualified # 👩🏿‍🦱 woman, curly haired: dark skin tone",group: 1F9D1 200D 1F9B1,,2
:curly-hair-man:,,"1F468 200D 1F9B1 ; fully-qualified # 👨‍🦱 man, curly haired",group: 1F9D1 200D 1F9B1,,2
,,"1F468 1F3FB 200D 1F9B1 ; fully-qualified # 👨🏻‍🦱 man, curly haired: light skin tone",group: 1F9D1 200D 1F9B1,,2
,,"1F468 1F3FC 200D 1F9B1 ; fully-qualified # 👨🏼‍🦱 man, curly haired: medium-light skin tone",group: 1F9D1 200D 1F9B1,,2
,,"1F468 1F3FD 200D 1F9B1 ; fully-qualified # 👨🏽‍🦱 man, curly haired: medium skin tone",group: 1F9D1 200D 1F9B1,,2
,,"1F468 1F3FE 200D 1F9B1 ; fully-qualified # 👨🏾‍🦱 man, curly haired: medium-dark skin tone",group: 1F9D1 200D 1F9B1,,2
,,"1F468 1F3FF 200D 1F9B1 ; fully-qualified # 👨🏿‍🦱 man, curly haired: dark skin tone",group: 1F9D1 200D 1F9B1,,2
:bald:,,1F9D1 200D 1F9B2 ; fully-qualified # 🧑‍🦲 E12.1 person: bald,,,2
,,"1F9D1 1F3FB 200D 1F9B2 ; fully-qualified # 🧑🏻‍🦲 E12.1 person: light skin tone, bald",group: 1F9D1 200D 1F9B2,,2
,,"1F9D1 1F3FC 200D 1F9B2 ; fully-qualified # 🧑🏼‍🦲 E12.1 person: medium-light skin tone, bald",group: 1F9D1 200D 1F9B2,,2
,,"1F9D1 1F3FD 200D 1F9B2 ; fully-qualified # 🧑🏽‍🦲 E12.1 person: medium skin tone, bald",group: 1F9D1 200D 1F9B2,,2
,,"1F9D1 1F3FE 200D 1F9B2 ; fully-qualified # 🧑🏾‍🦲 E12.1 person: medium-dark skin tone, bald",group: 1F9D1 200D 1F9B2,,2
,,"1F9D1 1F3FF 200D 1F9B2 ; fully-qualified # 🧑🏿‍🦲 E12.1 person: dark skin tone, bald",group: 1F9D1 200D 1F9B2,,2
:bald-woman:,,"1F469 200D 1F9B2 ; fully-qualified # 👩‍🦲 woman, bald",group: 1F9D1 200D 1F9B2,,2
,,"1F469 1F3FB 200D 1F9B2 ; fully-qualified # 👩🏻‍🦲 woman, bald: light skin tone",group: 1F9D1 200D 1F9B2,,2
,,"1F469 1F3FC 200D 1F9B2 ; fully-qualified # 👩🏼‍🦲 woman, bald: medium-light skin tone",group: 1F9D1 200D 1F9B2,,2
,,"1F469 1F3FD 200D 1F9B2 ; fully-qualified # 👩🏽‍🦲 woman, bald: medium skin tone",group: 1F9D1 200D 1F9B2,,2
,,"1F469 1F3FE 200D 1F9B2 ; fully-qualified # 👩🏾‍🦲 woman, bald: medium-dark skin tone",group: 1F9D1 200D 1F9B2,,2
,,"1F469 1F3FF 200D 1F9B2 ; fully-qualified # 👩🏿‍🦲 woman, bald: dark skin tone",group: 1F9D1 200D 1F9B2,,2
:bald-man:,,"1F468 200D 1F9B2 ; fully-qualified # 👨‍🦲 man, bald",group: 1F9D1 200D 1F9B2,,2
,,"1F468 1F3FB 200D 1F9B2 ; fully-qualified # 👨🏻‍🦲 man, bald: light skin tone",group: 1F9D1 200D 1F9B2,,2
,,"1F468 1F3FC 200D 1F9B2 ; fully-qualified # 👨🏼‍🦲 man, bald: medium-light skin tone",group: 1F9D1 200D 1F9B2,,2
,,"1F468 1F3FD 200D 1F9B2 ; fully-qualified # 👨🏽‍🦲 man, bald: medium skin tone",group: 1F9D1 200D 1F9B2,,2
,,"1F468 1F3FE 200D 1F9B2 ; fully-qualified # 👨🏾‍🦲 man, bald: medium-dark skin tone",group: 1F9D1 200D 1F9B2,,2
,,"1F468 1F3FF 200D 1F9B2 ; fully-qualified # 👨🏿‍🦲 man, bald: dark skin tone",group: 1F9D1 200D 1F9B2,,2
:beard:,,1F9D4 ; fully-qualified # 🧔 bearded person,,,2
,,1F9D4 1F3FB ; fully-qualified # 🧔🏻 bearded person: light skin tone,group: 1F9D4,,2
,,1F9D4 1F3FC ; fully-qualified # 🧔🏼 bearded person: medium-light skin tone,group: 1F9D4,,2
,,1F9D4 1F3FD ; fully-qualified # 🧔🏽 bearded person: medium skin tone,group: 1F9D4,,2
,,1F9D4 1F3FE ; fully-qualified # 🧔🏾 bearded person: medium-dark skin tone,group: 1F9D4,,2
,,1F9D4 1F3FF ; fully-qualified # 🧔🏿 bearded person: dark skin tone,group: 1F9D4,,2
:beard-woman:,,1F9D4 200D 2640 FE0F ; fully-qualified # 🧔‍♀️ woman: beard,group: 1F9D4,,2
:beard-woman:,,1F9D4 200D 2640 ; minimally-qualified # 🧔‍♀ woman: beard,group: 1F9D4,,2
,,"1F9D4 1F3FB 200D 2640 FE0F ; fully-qualified # 🧔🏻‍♀️ woman: light skin tone, beard",group: 1F9D4,,2
,,"1F9D4 1F3FB 200D 2640 ; minimally-qualified # 🧔🏻‍♀ woman: light skin tone, beard",group: 1F9D4,,2
,,"1F9D4 1F3FC 200D 2640 FE0F ; fully-qualified # 🧔🏼‍♀️ woman: medium-light skin tone, beard",group: 1F9D4,,2
,,"1F9D4 1F3FC 200D 2640 ; minimally-qualified # 🧔🏼‍♀ woman: medium-light skin tone, beard",group: 1F9D4,,2
,,"1F9D4 1F3FD 200D 2640 FE0F ; fully-qualified # 🧔🏽‍♀️ woman: medium skin tone, beard",group: 1F9D4,,2
,,"1F9D4 1F3FD 200D 2640 ; minimally-qualified # 🧔🏽‍♀ woman: medium skin tone, beard",group: 1F9D4,,2
,,"1F9D4 1F3FE 200D 2640 FE0F ; fully-qualified # 🧔🏾‍♀️ woman: medium-dark skin tone, beard",group: 1F9D4,,2
,,"1F9D4 1F3FE 200D 2640 ; minimally-qualified # 🧔🏾‍♀ woman: medium-dark skin tone, beard",group: 1F9D4,,2
,,"1F9D4 1F3FF 200D 2640 FE0F ; fully-qualified # 🧔🏿‍♀️ woman: dark skin tone, beard",group: 1F9D4,,2
,,"1F9D4 1F3FF 200D 2640 ; minimally-qualified # 🧔🏿‍♀ woman: dark skin tone, beard",group: 1F9D4,,2
:beard-man:,,1F9D4 200D 2642 FE0F ; fully-qualified # 🧔‍♂️ man: beard,group: 1F9D4,,2
:beard-man:,,1F9D4 200D 2642 ; minimally-qualified # 🧔‍♂ man: beard,group: 1F9D4,,2
,,"1F9D4 1F3FB 200D 2642 FE0F ; fully-qualified # 🧔🏻‍♂️ man: light skin tone, beard",group: 1F9D4,,2
,,"1F9D4 1F3FB 200D 2642 ; minimally-qualified # 🧔🏻‍♂ man: light skin tone, beard",group: 1F9D4,,2
,,"1F9D4 1F3FC 200D 2642 FE0F ; fully-qualified # 🧔🏼‍♂️ man: medium-light skin tone, beard",group: 1F9D4,,2
,,"1F9D4 1F3FC 200D 2642 ; minimally-qualified # 🧔🏼‍♂ man: medium-light skin tone, beard",group: 1F9D4,,2
,,"1F9D4 1F3FD 200D 2642 FE0F ; fully-qualified # 🧔🏽‍♂️ man: medium skin tone, beard",group: 1F9D4,,2
,,"1F9D4 1F3FD 200D 2642 ; minimally-qualified # 🧔🏽‍♂ man: medium skin tone, beard",group: 1F9D4,,2
,,"1F9D4 1F3FE 200D 2642 FE0F ; fully-qualified # 🧔🏾‍♂️ man: medium-dark skin tone, beard",group: 1F9D4,,2
,,"1F9D4 1F3FE 200D 2642 ; minimally-qualified # 🧔🏾‍♂ man: medium-dark skin tone, beard",group: 1F9D4,,2
,,"1F9D4 1F3FF 200D 2642 FE0F ; fully-qualified # 🧔🏿‍♂️ man: dark skin tone, beard",group: 1F9D4,,2
,,"1F9D4 1F3FF 200D 2642 ; minimally-qualified # 🧔🏿‍♂ man: dark skin tone, beard",group: 1F9D4,,2
:levitating-suit:,,1F574 FE0F ; fully-qualified # 🕴️ man in suit levitating,,,1
:levitating-suit:,,1F574 ; non-fully-qualified # 🕴 man in suit levitating,group: 1F574 FE0F,,1
,,1F574 1F3FB ; fully-qualified # 🕴🏻 man in suit levitating: light skin tone,group: 1F574 FE0F,,1
,,1F574 1F3FC ; fully-qualified # 🕴🏼 man in suit levitating: medium-light skin tone,group: 1F574 FE0F,,1
,,1F574 1F3FD ; fully-qualified # 🕴🏽 man in suit levitating: medium skin tone,group: 1F574 FE0F,,1
,,1F574 1F3FE ; fully-qualified # 🕴🏾 man in suit levitating: medium-dark skin tone,group: 1F574 FE0F,,1
,,1F574 1F3FF ; fully-qualified # 🕴🏿 man in suit levitating: dark skin tone,group: 1F574 FE0F,,1
":dancer-person:, :ballet-dancer:",,1F9D1 200D 1FA70 ; fully-qualified     # 🧑‍🩰 E17.0 ballet dancer,,,1
,,1F9D1 1F3FB 200D 1FA70 ; fully-qualified     # 🧑🏻‍🩰 E17.0 ballet dancer: light skin tone,group: 1F9D1 200D 1FA70,,1
,,1F9D1 1F3FC 200D 1FA70 ; fully-qualified     # 🧑🏼‍🩰 E17.0 ballet dancer: medium-light skin tone,group: 1F9D1 200D 1FA70,,1
,,1F9D1 1F3FD 200D 1FA70 ; fully-qualified     # 🧑🏽‍🩰 E17.0 ballet dancer: medium skin tone,group: 1F9D1 200D 1FA70,,1
,,1F9D1 1F3FE 200D 1FA70 ; fully-qualified     # 🧑🏾‍🩰 E17.0 ballet dancer: medium-dark skin tone,group: 1F9D1 200D 1FA70,,1
,,1F9D1 1F3FF 200D 1FA70 ; fully-qualified     # 🧑🏿‍🩰 E17.0 ballet dancer: dark skin tone,group: 1F9D1 200D 1FA70,,1
:dancer-woman:,1,1F483 ; fully-qualified # 💃 woman dancing,,♪┏(･o･)┛♪,1
,1,1F483 1F3FB ; fully-qualified # 💃🏻 woman dancing: light skin tone,group: 1F483,,1
,1,1F483 1F3FC ; fully-qualified # 💃🏼 woman dancing: medium-light skin tone,group: 1F483,,1
,1,1F483 1F3FD ; fully-qualified # 💃🏽 woman dancing: medium skin tone,group: 1F483,,1
,1,1F483 1F3FE ; fully-qualified # 💃🏾 woman dancing: medium-dark skin tone,group: 1F483,,1
,1,1F483 1F3FF ; fully-qualified # 💃🏿 woman dancing: dark skin tone,group: 1F483,,1
:dancer-man:,,1F57A ; fully-qualified # 🕺 man dancing,,♪┗(･o･)┓♪,1
,,1F57A 1F3FB ; fully-qualified # 🕺🏻 man dancing: light skin tone,group: 1F57A,,1
,,1F57A 1F3FC ; fully-qualified # 🕺🏼 man dancing: medium-light skin tone,group: 1F57A,,1
,,1F57A 1F3FD ; fully-qualified # 🕺🏽 man dancing: medium skin tone,group: 1F57A,,1
,,1F57A 1F3FE ; fully-qualified # 🕺🏾 man dancing: medium-dark skin tone,group: 1F57A,,1
,,1F57A 1F3FF ; fully-qualified # 🕺🏿 man dancing: dark skin tone,group: 1F57A,,1
:bunny-ears:,,1F46F ; fully-qualified     # 👯 E0.6 people with bunny ears,,,5
,,1F46F 1F3FB ; fully-qualified     # 👯🏻 E17.0 people with bunny ears: light skin tone,group: 1F46F,,5
,,1F46F 1F3FC ; fully-qualified     # 👯🏼 E17.0 people with bunny ears: medium-light skin tone,group: 1F46F,,5
,,1F46F 1F3FD ; fully-qualified     # 👯🏽 E17.0 people with bunny ears: medium skin tone,group: 1F46F,,5
,,1F46F 1F3FE ; fully-qualified     # 👯🏾 E17.0 people with bunny ears: medium-dark skin tone,group: 1F46F,,5
,,1F46F 1F3FF ; fully-qualified     # 👯🏿 E17.0 people with bunny ears: dark skin tone,group: 1F46F,,5
,,"1F9D1 1F3FB 200D 1F430 200D 1F9D1 1F3FC                ; fully-qualified     # 🧑🏻‍🐰‍🧑🏼 E17.0 people with bunny ears: light skin tone, medium-light skin tone",group: 1F46F,,5
,,"1F9D1 1F3FB 200D 1F430 200D 1F9D1 1F3FD  ; fully-qualified     # 🧑🏻‍🐰‍🧑🏽 E17.0 people with bunny ears: light skin tone, medium skin tone",group: 1F46F,,5
,,"1F9D1 1F3FB 200D 1F430 200D 1F9D1 1F3FE  ; fully-qualified     # 🧑🏻‍🐰‍🧑🏾 E17.0 people with bunny ears: light skin tone, medium-dark skin tone",group: 1F46F,,5
,,"1F9D1 1F3FB 200D 1F430 200D 1F9D1 1F3FF ; fully-qualified     # 🧑🏻‍🐰‍🧑🏿 E17.0 people with bunny ears: light skin tone, dark skin tone",group: 1F46F,,5
,,"1F9D1 1F3FC 200D 1F430 200D 1F9D1 1F3FB ; fully-qualified     # 🧑🏼‍🐰‍🧑🏻 E17.0 people with bunny ears: medium-light skin tone, light skin tone",group: 1F46F,,5
,,"1F9D1 1F3FC 200D 1F430 200D 1F9D1 1F3FD ; fully-qualified     # 🧑🏼‍🐰‍🧑🏽 E17.0 people with bunny ears: medium-light skin tone, medium skin tone",group: 1F46F,,5
,,"1F9D1 1F3FC 200D 1F430 200D 1F9D1 1F3FE ; fully-qualified     # 🧑🏼‍🐰‍🧑🏾 E17.0 people with bunny ears: medium-light skin tone, medium-dark skin tone",group: 1F46F,,5
,,"1F9D1 1F3FC 200D 1F430 200D 1F9D1 1F3FF ; fully-qualified     # 🧑🏼‍🐰‍🧑🏿 E17.0 people with bunny ears: medium-light skin tone, dark skin tone",group: 1F46F,,5
,,"1F9D1 1F3FD 200D 1F430 200D 1F9D1 1F3FB ; fully-qualified     # 🧑🏽‍🐰‍🧑🏻 E17.0 people with bunny ears: medium skin tone, light skin tone",group: 1F46F,,5
,,"1F9D1 1F3FD 200D 1F430 200D 1F9D1 1F3FC ; fully-qualified     # 🧑🏽‍🐰‍🧑🏼 E17.0 people with bunny ears: medium skin tone, medium-light skin tone",group: 1F46F,,5
,,"1F9D1 1F3FD 200D 1F430 200D 1F9D1 1F3FE ; fully-qualified     # 🧑🏽‍🐰‍🧑🏾 E17.0 people with bunny ears: medium skin tone, medium-dark skin tone",group: 1F46F,,5
